Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;V-Mag;NGC;IC;Common names
IC0328;G;03:31:10.95;-14:38:16.3;Eri;0.67;0.48;16;;;;
IC0329;G;03:32:01.37;+00:16:46.0;Tau;1.00;0.48;63;;;;
IC0330;G;03:32:08.03;+00:21:12.2;Tau;1.02;0.32;73;;;;
IC0331;G;03:32:19.08;+00:16:57.2;Tau;0.91;0.91;105;;;;
IC0332;G;03:32:37.42;+01:22:57.2;Tau;0.97;0.50;44;;;;
IC0333;Other;03:34:03.38;-04:35:05.6;Eri;;;;;;;
IC0334;G;03:45:17.08;+76:38:17.9;Cam;2.34;1.85;58;11.33;;;
IC0335;G;03:35:31.04;-34:26:49.4;For;2.62;0.80;83;;;1963;
IC0336;Neb;03:37:57.04;+23:21:47.3;Tau;;;;;;;
IC0337;Other;03:37:04.30;-06:43:16.3;Eri;;;;;;;
IC0338;G;03:37:38.10;+03:07:07.6;Tau;0.84;0.68;176;;;;
IC0339;*;03:38:02.23;-18:23:52.0;Eri;;;;;;;
IC0340;G;03:39:29.11;-13:06:54.4;Eri;1.61;0.58;90;;;;
IC0341;Neb;03:40:55.69;+21:57:36.7;Tau;134.90;;;;;;
IC0342;G;03:46:48.50;+68:05:46.9;Cam;19.77;18.79;0;;;;
IC0343;G;03:40:07.14;-18:26:36.5;Eri;1.51;0.66;113;13.19;;;
IC0344;G;03:41:29.53;-04:39:57.1;Eri;0.89;0.47;42;;;;
IC0345;G;03:41:09.13;-18:18:50.9;Eri;0.88;0.73;37;;;;
IC0346;G;03:41:44.66;-18:16:01.1;Eri;1.95;1.47;69;;;;
IC0347;G;03:42:32.65;-04:17:55.1;Eri;1.37;1.02;138;;;;
IC0348;Cl+N;03:44:34.19;+32:09:46.2;Per;10.00;10.00;;;;1985;omi Per Cloud
IC0349;RfN;03:46:20.11;+23:56:23.3;Tau;25.70;;;;;;Barnard's Merope Nebula
IC0350;G;03:44:36.65;-11:48:02.7;Eri;1.09;0.79;165;;;;
IC0351;PN;03:47:33.01;+35:02:48.9;Per;0.12;;;11.90;;;
IC0352;G;03:47:37.43;-08:43:54.6;Eri;0.70;0.48;119;;;;
IC0353;Neb;03:53:01.07;+25:50:52.8;Tau;181.97;30.20;;;;;
IC0354;Neb;03:53:57.91;+23:08:49.2;Tau;128.82;;;;;;
IC0355;G;03:53:46.26;+19:58:26.1;Tau;0.67;0.56;161;15.40;;;
IC0356;G;04:07:46.91;+69:48:44.8;Cam;4.02;3.73;90;;;;
IC0357;G;04:03:44.00;+22:09:32.8;Tau;0.94;0.61;147;;;;
IC0358;G;04:03:42.88;+19:53:41.8;Tau;1.18;0.28;63;;;;
IC0359;G;04:12:28.36;+27:42:07.1;Tau;1.30;1.30;105;;;;
IC0359A;RfN;04:18:41.00;+28:17:24.0;Tau;15.00;10.00;;;;;
IC0360;Neb;04:09:02.57;+26:07:52.3;Tau;180.00;100.00;;;;;
IC0361;OCl;04:18:50.70;+58:14:58.2;Cam;7.20;;;11.70;;;
IC0362;G;04:16:42.43;-12:12:00.4;Eri;1.77;1.03;5;;;;
IC0363;G;04:18:55.42;+03:01:58.9;Tau;0.33;0.31;25;;;;
IC0364;G;04:19:06.70;+03:11:20.2;Tau;0.78;0.49;72;;;;
IC0365;G;04:19:14.14;+03:20:54.0;Tau;0.88;0.56;34;;;;
IC0366;G;04:19:41.54;+02:21:35.3;Tau;0.34;0.20;20;;;;
IC0367;G;04:20:40.99;-14:46:51.8;Eri;1.74;0.61;140;;;;
IC0368;G;04:22:42.72;-12:36:54.6;Eri;0.99;0.83;164;;;;
IC0369;G;04:23:28.22;-11:47:24.3;Eri;0.76;0.76;35;;;;
IC0370;G;04:24:01.67;-09:23:41.4;Eri;0.99;0.89;123;;;;
IC0371;*;04:30:12.59;-00:33:39.6;Eri;;;;;;;
IC0372;G;04:30:04.24;-05:00:35.9;Eri;0.97;0.45;30;;;;
IC0373;G;04:30:42.76;-04:52:12.9;Eri;0.98;0.76;109;;;;
IC0374;G;04:32:32.75;+16:38:03.0;Tau;0.23;0.19;80;;;;
IC0375;G;04:31:03.14;-12:58:26.3;Eri;0.82;0.54;59;;;;
IC0376;G;04:31:13.79;-12:26:00.1;Eri;0.59;0.48;50;;;;
IC0377;G;04:31:16.54;-12:27:18.3;Eri;1.00;0.83;99;;;;
IC0378;G;04:31:27.92;-12:17:59.1;Eri;0.79;0.48;69;;;;
IC0379;G;04:31:50.93;-07:14:18.1;Eri;0.93;0.82;35;;;;
IC0380;G;04:31:41.32;-12:55:37.3;Eri;0.76;0.46;75;;;;
IC0381;Dup;04:44:28.50;+75:38:23.1;Cam;;;;;1530A;;
IC0382;G;04:37:55.55;-09:31:09.6;Eri;1.99;1.18;173;;;;
IC0383;G;04:38:58.03;+09:53:33.1;Tau;0.63;0.56;36;;;;
IC0384;G;04:39:18.28;-07:50:20.8;Eri;0.49;0.48;94;;;;
IC0385;G;04:39:31.46;-07:05:50.9;Eri;1.15;0.58;107;;;;
IC0386;Dup;04:39:58.58;-09:27:22.4;Eri;;;;;1632;;
IC0387;G;04:41:44.21;-07:05:10.3;Eri;1.60;1.11;84;;;;
IC0388;GPair;04:41:53.33;-07:18:19.9;Eri;1.00;;;;;;
IC0388 NED01;G;04:41:52.42;-07:18:16.7;Eri;0.54;0.44;54;;;;
IC0388 NED02;G;04:41:54.32;-07:18:23.3;Eri;0.89;0.40;10;;;;
IC0389;G;04:41:59.62;-07:18:41.3;Eri;1.09;0.82;20;;;;
IC0390;G;04:42:03.87;-07:12:23.2;Eri;1.14;0.40;35;;;;
IC0391;G;04:57:21.13;+78:11:19.8;Cam;1.39;1.33;25;;;;
IC0392;G;04:46:25.76;+03:30:20.0;Ori;1.45;1.00;168;;;;
IC0393;G;04:47:51.80;-15:31:30.7;Eri;0.81;0.77;7;;;;
IC0394;Other;04:48:50.71;-06:16:48.7;Eri;;;;;;;
IC0395;Dup;04:49:34.03;+00:15:10.3;Ori;;;;;1671;;
IC0396;G;04:57:58.99;+68:19:24.2;Cam;2.38;1.45;86;;;;
IC0397;Other;05:01:06.63;+40:25:29.6;Aur;;;;;;;
IC0398;G;04:58:12.56;-07:46:48.9;Eri;1.18;0.34;2;;;;
IC0399;G;05:01:44.01;-04:17:19.5;Eri;0.54;0.45;81;14.80;;;
IC0400;G;05:03:45.64;-15:49:08.7;Lep;;;;;;;
IC0401;G;05:04:19.64;-10:04:35.5;Eri;1.75;0.58;55;;;;
IC0402;G;05:06:14.83;-09:06:26.7;Eri;1.26;0.56;146;;;;
IC0403;Other;05:15:15.69;+39:58:19.6;Aur;;;;;;;
IC0404;G;05:13:19.60;+09:45:17.7;Ori;0.73;0.53;130;;;;
IC0405;Neb;05:16:29.48;+34:21:22.2;Aur;50.00;30.00;;;;;Flaming Star Nebula
IC0406;Other;05:17:49.00;+39:53:09.7;Aur;;;;;;;
IC0407;G;05:17:42.61;-15:31:24.4;Lep;1.93;0.36;164;;;;
IC0408;**;05:18:04.14;-25:10:16.5;Lep;;;;;;;
IC0409;GPair;05:19:33.55;+03:19:06.2;Ori;0.95;0.72;19;;;;
IC0410;Dup;05:22:44.14;+33:24:43.3;Aur;;;;;1893;;
IC0411;G;05:20:18.61;-25:19:28.2;Lep;1.36;1.00;129;;;;
IC0412;G;05:21:56.70;+03:29:11.0;Ori;1.17;0.65;0;;;2123;
IC0413;G;05:21:58.78;+03:28:55.8;Ori;1.08;0.80;140;;;2124;
IC0414;G;05:21:54.96;+03:20:31.3;Ori;0.60;0.44;140;14.40;;;
IC0415;G;05:21:21.63;-15:32:33.3;Lep;0.76;0.58;148;;;;
IC0416;G;05:23:56.38;-17:15:37.5;Lep;1.41;0.70;71;;;;
IC0417;HII;05:28:06.00;+34:25:26.2;Aur;13.00;10.00;;;;;
IC0418;PN;05:27:28.19;-12:41:50.2;Lep;0.20;;;9.44;;;
IC0419;Other;05:30:52.02;+30:07:04.5;Aur;;;;;;;
IC0420;Neb;05:32:09.50;-04:30:17.1;Ori;6.03;;;;;;
IC0421;G;05:32:08.58;-07:55:06.0;Ori;2.96;2.22;108;;;;
IC0422;G;05:32:18.55;-17:13:25.9;Lep;1.04;0.93;130;;;2131;
IC0423;Neb;05:33:22.01;-00:36:52.2;Ori;6.00;3.50;;;;;
IC0424;Neb;05:33:37.24;-00:24:47.3;Ori;2.50;1.70;;;;;
IC0425;Other;05:37:09.92;+32:25:46.8;Aur;;;;;;;
IC0426;Neb;05:36:31.38;-00:17:53.9;Ori;10.00;3.00;;;;;
IC0427;Neb;05:36:18.02;-06:36:59.2;Ori;;;;;;;
IC0428;Neb;05:36:24.21;-06:27:05.6;Ori;;;;;;;
IC0429;Neb;05:38:18.86;-07:02:25.8;Ori;;;;;;;
IC0430;Neb;05:38:35.97;-07:04:59.2;Ori;10.96;;;14.40;;;
IC0431;RfN;05:40:14.03;-01:27:46.1;Ori;8.00;5.00;;;;;
IC0432;RfN;05:40:55.98;-01:30:25.2;Ori;10.00;10.00;;;;;
IC0433;G;05:40:31.35;-11:39:56.1;Lep;1.42;1.12;138;;;;
IC0434;HII;05:41:00.88;-02:27:13.6;Ori;90.00;30.00;;;;;Flame Nebula,Orion B
IC0435;RfN;05:43:00.57;-02:18:45.4;Ori;3.98;3.02;;;;;
IC0436;G;05:53:40.08;+38:37:29.2;Aur;;;;;;;
IC0437;G;05:51:37.40;-12:33:53.9;Lep;0.97;0.46;7;;;;
IC0438;G;05:53:00.08;-17:52:33.9;Lep;2.80;1.82;63;;;;
IC0439;Other;05:56:39.51;+32:01:21.7;Aur;;;;;;;
IC0440;G;06:19:13.31;+80:04:06.5;Cam;1.77;1.00;36;;;;
IC0441;G;06:02:42.63;-12:29:56.9;Lep;1.22;1.13;40;;;;
IC0442;G;06:36:11.89;+82:58:05.7;Cam;1.25;1.25;5;;;;
IC0443;SNR;06:16:37.41;+22:31:54.0;Gem;50.00;40.00;;;;;Gem A
IC0444;RfN;06:18:34.00;+23:18:48.0;Gem;8.00;4.00;;;;;
IC0445;G;06:37:21.25;+67:51:35.5;Cam;0.87;0.70;20;;;;
IC0446;Cl+N;06:31:06.18;+10:27:33.4;Mon;5.00;4.00;;;;2167;
IC0447;HII;06:31:00.32;+09:53:50.8;Mon;25.00;20.00;;;;2169;
IC0448;HII;06:32:45.34;+07:23:19.1;Mon;15.00;10.00;;;;;
IC0449;G;06:45:41.11;+71:20:37.8;Cam;1.77;1.34;83;;;;
IC0450;G;06:52:12.25;+74:25:37.5;Cam;1.38;0.80;130;14.19;;;
IC0451;G;06:52:52.01;+74:28:50.6;Cam;1.34;1.07;144;;;;
IC0452;Dup;06:48:39.11;-16:54:05.8;CMa;;;;;2296;;
IC0453;*;06:49:11.45;-16:54:24.3;CMa;;;;;;;
IC0454;G;06:51:06.30;+12:55:19.3;Gem;1.69;0.88;138;;;;
IC0455;G;07:34:57.68;+85:32:13.9;Cep;1.06;0.65;78;;;;
IC0456;G;07:00:17.54;-30:09:49.6;CMa;2.33;1.60;4;;;;
IC0457;Dup;07:09:28.40;+50:09:09.1;Lyn;;;;;2330;;
IC0458;G;07:10:34.15;+50:07:08.1;Lyn;0.90;0.39;173;;;;
IC0459;G;07:10:38.69;+50:10:38.4;Lyn;0.59;0.49;1;;;;
IC0460;G;07:10:44.27;+50:12:08.8;Lyn;0.85;0.49;178;;;;
IC0461;G;07:10:45.04;+50:04:53.1;Lyn;0.63;0.48;36;;;;
IC0462;*;07:10:55.81;+50:10:51.0;Lyn;;;;;;;
IC0463;G;07:11:00.89;+50:07:03.7;Lyn;0.28;0.20;95;;;;
IC0464;G;07:11:04.75;+50:08:12.8;Lyn;0.80;0.37;60;;;;
IC0465;Dup;07:11:33.65;+50:14:53.7;Lyn;;;;;2334;;
IC0466;HII;07:08:38.80;-04:19:04.8;Mon;1.00;;;12.06;;;
IC0467;G;07:30:18.39;+79:52:21.1;Cam;1.99;0.94;73;;;;
IC0468;Other;07:17:19.00;-13:13:07.3;CMa;;;;;;;
IC0469;G;07:55:59.08;+85:09:32.1;Cep;2.35;0.91;88;;;;
IC0470;**;07:23:31.50;+46:04:43.2;Lyn;;;;12.93;;;
IC0471;G;07:43:36.45;+49:40:03.2;Lyn;0.66;0.66;23;;;;
IC0472;G;07:43:50.34;+49:36:51.1;Lyn;1.61;1.15;166;;;;
IC0473;Other;07:42:24.62;+09:15:19.0;CMi;;;;;;;
IC0474;G;07:46:07.31;+26:30:18.4;Gem;1.27;0.40;113;;;;
IC0475;G;07:47:09.23;+30:29:19.7;Gem;0.75;0.45;133;;;;
IC0476;G;07:47:16.33;+26:57:03.5;Gem;0.62;0.48;99;;;;
IC0477;G;07:52:06.93;+23:28:58.9;Gem;1.15;1.15;30;;;;
IC0478;G;07:53:41.57;+26:29:33.7;Gem;0.66;0.48;12;;;;
IC0479;G;07:54:22.22;+27:00:31.8;Gem;0.61;0.51;171;;;;
IC0480;G;07:55:23.19;+26:44:36.0;Gem;1.75;0.33;167;;;;
IC0481;G;07:59:02.86;+24:09:38.3;Gem;0.93;0.26;4;;;;
IC0482;G;07:59:47.28;+25:21:25.1;Cnc;0.63;0.52;151;;;;
IC0483;**;07:59:52.38;+25:55:31.2;Cnc;;;;;;;
IC0484;G;08:00:01.06;+26:39:57.1;Cnc;0.89;0.40;43;;;;
IC0485;G;08:00:19.77;+26:42:05.2;Cnc;1.17;0.24;154;;;;
IC0486;G;08:00:20.98;+26:36:48.7;Cnc;0.87;0.66;138;16.36;;;
IC0487;Dup;07:59:07.14;-00:38:16.5;Mon;;;;;2494;;
IC0488;Other;08:00:49.51;+25:54:06.7;Cnc;;;;;;;
IC0489;*;08:01:37.74;+25:59:47.0;Cnc;;;;;;;
IC0490;G;08:03:20.12;+25:48:41.1;Cnc;0.59;0.47;95;;;;
IC0491;G;08:03:55.00;+26:31:14.2;Cnc;0.65;0.28;115;;;;
IC0492;G;08:05:38.66;+26:10:05.5;Cnc;1.02;0.77;31;17.19;;;
IC0493;G;08:07:27.59;+25:08:02.5;Cnc;0.81;0.61;18;;;;
IC0494;G;08:06:24.12;+01:02:09.8;CMi;1.32;0.64;48;;;;
IC0495;G;08:08:19.42;+09:00:50.0;Cnc;0.47;0.40;88;;;;
IC0496;G;08:09:44.16;+25:52:53.8;Cnc;0.63;0.39;30;;;2229;
IC0497;G;08:10:06.07;+24:55:19.5;Cnc;0.78;0.39;177;14.26;;;
IC0498;G;08:09:30.27;+05:16:50.5;CMi;1.21;1.08;66;;;;
IC0499;G;08:45:17.30;+85:44:24.1;Cam;1.88;0.90;77;;;;
IC0500;G;08:12:39.60;-16:03:02.9;Pup;1.77;0.71;54;;;;
IC0501;G;08:18:47.59;+24:32:14.7;Cnc;0.73;0.55;125;;;;
IC0502;G;08:22:03.61;+08:45:09.4;Cnc;0.56;0.54;62;;;;
IC0503;G;08:22:10.68;+03:16:05.0;Hya;1.33;1.03;110;;;;
IC0504;G;08:22:41.20;+04:15:44.7;Hya;1.51;1.09;139;;;;
IC0505;G;08:23:21.67;+04:22:20.9;Hya;1.38;0.99;144;;;;
IC0506;G;08:23:30.73;+04:17:58.2;Hya;1.19;0.86;171;;;;
IC0507;Dup;08:25:02.00;-00:35:29.0;Hya;;;;;2590;;
IC0508;G;08:28:22.31;+25:07:29.0;Cnc;0.79;0.70;97;;;;
IC0509;G;08:32:03.50;+24:00:39.3;Cnc;1.02;0.92;57;;;;
IC0510;GPair;08:32:10.60;-02:09:44.0;Hya;0.80;;;;;;
IC0510 NED01;G;08:32:10.19;-02:09:43.6;Hya;;;;;;;
IC0510 NED02;G;08:32:10.93;-02:09:44.6;Hya;0.91;0.52;137;;;;
IC0511;G;08:40:50.45;+73:29:12.0;Cam;1.22;0.46;142;;;;
IC0512;G;09:03:49.83;+85:30:06.1;Cam;1.72;1.34;174;;;;
IC0513;G;08:33:05.06;-12:21:20.0;Hya;1.49;1.00;39;;;;
IC0514;G;08:35:22.28;-02:02:49.4;Hya;0.57;0.34;160;;;;
IC0515;G;08:35:31.29;-01:54:04.0;Hya;1.04;0.58;34;;;;
IC0516;G;08:35:50.77;-01:52:16.4;Hya;0.59;0.30;65;;;;
IC0517;G;08:36:22.10;-02:03:20.0;Hya;0.61;0.34;29;;;;
IC0518;Other;08:36:06.95;+00:41:33.3;Hya;;;;;;;
IC0519;G;08:40:34.41;+02:36:40.8;Hya;0.50;0.48;28;;;;
IC0520;G;08:53:42.26;+73:29:27.4;Cam;2.10;1.63;175;;;;
IC0521;G;08:46:43.96;+02:32:14.7;Hya;0.93;0.67;80;;;;
IC0522;G;08:54:34.91;+57:10:00.2;UMa;1.24;1.02;165;;;;
IC0523;G;08:53:11.32;+09:08:53.4;Cnc;0.86;0.56;95;;;;
IC0524;G;08:58:12.83;-19:11:30.9;Hya;0.94;0.63;21;;;;
IC0525;G;09:01:22.47;-01:51:14.3;Hya;0.95;0.33;10;;;;
IC0526;G;09:02:40.78;+10:50:29.9;Cnc;0.77;0.45;41;;;;
IC0527;G;09:09:41.78;+37:36:05.7;Lyn;1.37;1.13;71;;;;
IC0528;G;09:09:22.55;+15:47:46.2;Cnc;1.39;0.62;162;;;;
IC0529;G;09:18:32.80;+73:45:33.6;Cam;3.21;1.53;142;;;;
IC0530;G;09:15:16.97;+11:53:08.5;Cnc;1.93;0.31;87;;;;
IC0531;G;09:17:50.81;-00:16:42.5;Hya;0.79;0.42;60;;;;
IC0532;Other;09:19:03.76;-16:45:17.8;Hya;;;;;;;
IC0533;G;09:20:23.40;-03:59:31.3;Hya;0.95;0.27;155;;;;
IC0534;G;09:21:15.45;+03:09:04.1;Hya;1.19;0.31;148;;;;
IC0535;G;09:22:16.22;-01:02:25.2;Hya;0.65;0.53;5;;;;
IC0536;G;09:24:40.10;+25:06:36.7;Leo;1.09;0.22;24;;;;
IC0537;G;09:25:22.61;-12:23:30.4;Hya;1.32;1.22;160;;;;
IC0538;Dup;09:27:18.51;+23:01:12.4;Leo;;;;;2885;;
IC0539;G;09:29:08.24;-02:32:56.9;Hya;0.97;0.73;130;;;;
IC0540;G;09:30:10.33;+07:54:09.9;Leo;1.07;0.27;171;;;;
IC0541;Other;09:30:30.79;-04:15:13.2;Hya;;;;;;;
IC0542;G;09:31:06.22;-13:10:52.9;Hya;1.21;0.39;95;;;;
IC0543;Other;09:31:09.10;-14:46:21.0;Hya;;;;;;;
IC0544;G;09:35:53.38;+24:53:41.5;Leo;0.80;0.25;24;;;;
IC0545;G;09:36:05.36;+24:56:56.2;Leo;0.56;0.42;44;;;;
IC0546;G;09:34:50.24;-16:23:03.9;Hya;1.27;0.70;103;;;;
IC0547;Dup;09:36:05.79;-12:26:12.2;Hya;;;;;2947;;
IC0548;G;09:38:19.30;+09:26:45.5;Leo;0.76;0.19;166;;;;
IC0549;G;09:40:43.23;+03:57:35.1;Sex;0.60;0.37;180;;;;
IC0550;G;09:40:28.58;-06:56:45.8;Sex;1.07;0.70;34;;;;
IC0551;G;09:41:00.11;+06:56:09.9;Leo;0.81;0.53;155;;;;
IC0552;G;09:41:16.57;+10:38:49.2;Leo;1.12;0.63;2;;;;
IC0553;G;09:40:45.13;-05:26:07.3;Sex;1.07;0.85;118;;;;
IC0554;G;09:41:56.89;+12:17:46.6;Leo;1.29;0.57;18;;;555;
IC0555;Dup;09:41:56.89;+12:17:46.6;Leo;;;;;;554;
IC0556;Dup;09:43:40.38;+11:03:39.1;Leo;;;;;2984;;
IC0557;G;09:44:02.40;+10:59:17.2;Leo;1.11;0.64;38;;;;
IC0558;G;09:45:00.35;+29:27:08.3;Leo;0.93;0.72;165;13.90;;;
IC0559;G;09:44:43.89;+09:36:54.0;Leo;1.09;0.92;87;;;;
IC0560;G;09:45:53.44;-00:16:05.9;Sex;1.41;0.54;20;;;;
IC0561;G;09:45:58.81;+03:08:42.7;Sex;0.51;0.42;6;;;;
IC0562;G;09:46:03.90;-03:58:16.2;Sex;1.22;0.28;162;;;;
IC0563;G;09:46:20.35;+03:02:44.1;Sex;0.97;0.40;111;;;;
IC0564;G;09:46:21.08;+03:04:16.9;Sex;1.64;0.45;68;;;;
IC0565;GPair;09:47:50.76;+15:51:09.2;Leo;1.00;;;;;;
IC0565 NED01;G;09:47:49.67;+15:51:07.3;Leo;0.68;0.16;178;;;;
IC0565 NED02;G;09:47:50.53;+15:51:06.8;Leo;1.24;0.27;51;;;;
IC0566;G;09:49:56.39;-00:13:52.9;Sex;0.60;0.53;84;;;;
IC0567;*;09:50:33.78;+12:47:05.0;Leo;;;;;;;
IC0568;G;09:51:08.33;+15:43:49.6;Leo;1.07;0.64;106;;;;
IC0569;G;09:51:28.15;+10:55:12.2;Leo;0.78;0.54;164;;;;
IC0570;G;09:51:50.98;+15:45:20.7;Leo;0.46;0.34;61;;;;
IC0571;G;09:52:31.57;+15:46:31.6;Leo;0.71;0.54;133;;;;
IC0572;G;09:52:32.81;+15:49:36.7;Leo;0.54;0.53;130;;;;
IC0573;Dup;09:53:36.17;-12:28:55.6;Hya;;;;;3058 NED02;;
IC0574;G;09:54:27.03;-06:57:12.2;Sex;1.05;0.87;4;;;;
IC0575;G;09:54:32.93;-06:51:27.2;Sex;1.52;1.17;50;;;;
IC0576;G;09:55:07.04;+11:02:22.4;Leo;0.59;0.51;168;;;;
IC0577;G;09:56:03.97;+10:29:55.9;Leo;0.62;0.57;117;;;;
IC0578;G;09:56:16.15;+10:29:09.9;Leo;1.25;0.54;66;;;;
IC0579;G;09:56:39.42;-13:46:29.6;Hya;1.12;0.41;132;;;;
IC0580;Dup;09:57:56.70;+10:25:56.8;Leo;;;;;3069;;
IC0581;G;09:58:11.58;+15:56:49.1;Leo;1.00;0.71;129;;;;
IC0582;G;09:59:00.23;+17:49:01.7;Leo;0.97;0.91;85;;;;
IC0583;G;09:59:05.08;+17:49:17.2;Leo;0.89;0.19;113;;;;
IC0584;G;09:59:05.13;+10:21:40.1;Leo;0.50;0.43;149;;;;
IC0585;G;09:59:44.12;+12:59:18.9;Leo;1.21;0.86;123;;;;
IC0586;G;09:59:50.30;-06:55:22.2;Sex;0.76;0.70;55;;;;
IC0587;G;10:03:05.17;-02:24:00.1;Sex;1.25;0.56;106;;;;
IC0588;G;10:02:07.04;+03:03:27.7;Sex;0.90;0.53;164;14.25;;;
IC0589;G;10:04:23.90;-05:40:44.1;Sex;0.69;0.51;20;;;;
IC0590;GPair;10:05:50.23;+00:37:58.6;Sex;0.90;;;;;;
IC0590 NED01;G;10:05:49.83;+00:38:00.1;Sex;1.06;0.78;105;;;;
IC0590 NED02;G;10:05:50.67;+00:37:54.5;Sex;0.79;0.76;33;;;;
IC0591;G;10:07:27.69;+12:16:28.2;Leo;0.93;0.60;164;;;;
IC0592;G;10:07:58.75;-02:29:50.1;Sex;0.92;0.75;26;;;;
IC0593;G;10:08:18.01;-02:31:36.5;Sex;0.81;0.58;97;;;;
IC0594;G;10:08:32.00;-00:40:00.7;Sex;1.11;0.56;131;;;;
IC0595;G;10:09:38.12;+11:00:00.9;Leo;0.81;0.58;172;;;;
IC0596;G;10:10:31.35;+10:02:32.6;Leo;0.96;0.31;18;;;;
IC0597;G;10:10:11.96;-06:53:57.3;Sex;0.50;0.23;170;;;;
IC0598;G;10:12:48.57;+43:08:43.9;UMa;1.65;0.41;7;;;;
IC0599;G;10:13:12.51;-05:37:44.4;Sex;1.17;0.29;36;;;;
IC0600;G;10:17:10.91;-03:29:52.0;Sex;1.92;1.03;13;16.30;;;
IC0601;G;10:18:15.29;+07:02:19.8;Leo;0.47;0.22;37;;;;
IC0602;G;10:18:19.73;+07:02:57.5;Leo;0.97;0.50;173;;;;
IC0603;G;10:19:25.05;-05:39:22.2;Sex;1.31;0.79;174;;;;
IC0604;Dup;10:23:44.66;+57:01:36.7;UMa;;;;;3220;;
IC0605;G;10:22:24.13;+01:11:53.7;Sex;0.77;0.54;9;;;;
IC0606;Dup;10:23:32.62;+10:57:35.0;Leo;;;;;3217;;
IC0607;G;10:24:08.58;+16:44:30.8;Leo;1.27;0.96;87;;;;
IC0608;G;10:24:21.13;-06:02:21.5;Sex;0.95;0.54;108;;;;
IC0609;G;10:25:35.43;-02:12:54.8;Sex;1.35;0.39;19;;;;
IC0610;G;10:26:28.37;+20:13:41.5;Leo;1.89;0.33;28;;;611;
IC0611;Dup;10:26:28.37;+20:13:41.5;Leo;;;;;;610;
IC0612;G;10:27:05.86;+11:03:17.6;Leo;0.42;0.25;174;;;;
IC0613;G;10:27:07.79;+11:00:38.6;Leo;0.77;0.70;12;;;;
IC0614;G;10:26:51.85;-03:27:53.1;Sex;0.78;0.53;18;;;;
IC0615;G;10:27:21.98;+11:04:47.9;Leo;1.22;0.36;143;;;;
IC0616;G;10:32:47.56;+15:51:39.0;Leo;0.93;0.75;160;;;;
IC0617;Dup;10:32:43.81;-12:38:14.3;Hya;;;;;3280B;;
IC0618;Dup;10:32:45.40;-12:43:02.7;Hya;;;;;3296;;
IC0619;G;10:33:49.98;+12:52:42.1;Leo;0.84;0.65;177;;;;
IC0620;G;10:33:33.43;+11:52:17.0;Leo;0.73;0.60;88;;;;
IC0621;G;10:33:21.04;+02:36:58.1;Sex;0.90;0.62;82;;;;
IC0622;Dup;10:34:42.80;+11:11:50.4;Leo;;;;;3279;;
IC0623;G;10:35:21.01;+03:33:30.2;Sex;0.94;0.32;151;;;;
IC0624;G;10:36:15.18;-08:20:02.2;Sex;2.42;0.55;39;;;;
IC0625;G;10:42:38.05;-23:56:08.2;Hya;2.25;0.53;105;;;;
IC0626;G;10:36:57.10;-07:01:25.9;Sex;1.21;0.95;137;;;;
IC0627;G;10:37:19.89;-03:21:28.1;Sex;0.72;0.57;175;;;;
IC0628;G;10:37:36.19;+05:36:13.3;Sex;0.89;0.67;120;;;;
IC0629;Dup;10:37:02.52;-27:33:54.2;Hya;;;;;3312;;
IC0630;G;10:38:33.61;-07:10:13.9;Sex;2.12;1.67;150;;;;
IC0631;G;10:38:58.90;-07:03:08.6;Sex;0.67;0.59;147;;;;
IC0632;G;10:39:11.79;-00:24:34.1;Sex;0.98;0.57;30;14.18;;;
IC0633;G;10:39:24.38;-00:23:21.5;Sex;0.65;0.27;103;14.62;;;
IC0634;G;10:40:54.89;+05:59:30.6;Sex;1.00;0.38;116;;;;
IC0635;G;10:41:45.30;+15:38:36.0;Leo;1.09;0.33;7;;;;
IC0636;G;10:41:50.59;+04:19:50.8;Sex;0.95;0.41;49;;;;
IC0637;G;10:42:21.92;+15:21:34.6;Leo;0.75;0.50;17;;;;
IC0638;G;10:43:47.98;+15:53:42.5;Leo;0.77;0.38;2;;;;
IC0639;G;10:45:52.02;+16:55:49.6;Leo;1.41;0.42;180;;;;
IC0640;Other;10:46:50.45;+34:46:03.5;LMi;;;;;;;
IC0641;Other;10:47:49.41;+34:40:22.2;LMi;;;;;;;
IC0642;G;10:48:08.13;+18:11:19.3;Leo;1.45;1.36;19;;;;
IC0643;G;10:49:27.18;+12:12:03.6;Leo;1.34;0.46;73;;;;
IC0644;Dup;10:51:31.43;+55:23:27.5;UMa;;;;;3398;;
IC0645;G;10:50:09.35;-06:02:34.4;Sex;0.48;0.42;59;;;;
IC0646;G;10:51:35.18;+55:27:57.0;UMa;0.84;0.43;147;;;;
IC0647;G;10:50:34.49;-12:51:17.3;Crt;0.68;0.39;62;;;;
IC0648;G;10:51:00.32;+12:17:14.6;Leo;0.94;0.74;158;;;;
IC0649;GPair;10:50:52.20;+01:09:50.0;Leo;0.70;;;;;;
IC0649 NED01;G;10:50:52.09;+01:09:55.2;Leo;0.70;0.56;15;;;;
IC0649 NED02;G;10:50:52.20;+01:09:42.0;Leo;0.32;0.21;0;;;;
IC0650;G;10:50:40.55;-13:26:31.4;Crt;0.93;0.67;10;;;;
